Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,MSFT,TSLA,AAPL,AMZN,GOOGL,META,MSFT,TSLA,AAPL,AMZN,GOOGL,META,MSFT,TSLA,AAPL,AMZN,GOOGL,META,MSFT,TSLA,AAPL,AMZN,GOOGL,META,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,6.424604892730713,6.695000171661377,15.576996803283691,,23.173349380493164,,6.439314685252985,6.83050012588501,15.64559354254701,,23.28565934758386,,6.3756721867282895,6.6570000648498535,15.51461520800444,,22.903804316996524,,6.407193227963411,6.8125,15.581967403044187,,22.92626688165415,,493729600,151998000,78169752,,38409100,
2010-01-05,6.435713768005371,6.734499931335449,15.508400917053223,,23.18083381652832,,6.472038144326465,6.77400016784668,15.604087803287278,,23.28565768267033,,6.401790655529927,6.5904998779296875,15.447510123214931,,22.941238856372774,,6.4423183458135185,6.671500205993652,15.58768425589215,,23.098473941536483,,601904800,177038000,120067812,,49749600,
2010-01-06,6.333343982696533,6.612500190734863,15.117454528808594,,23.03857421875,,6.46122979510523,6.736499786376953,15.55487773991369,,23.27068164798744,,6.326739406175394,6.582499980926514,15.070232882471554,,22.851390485600778,,6.435712513903516,6.730000019073486,15.55487773991369,,23.120934090228644,,552160000,143576000,158988852,,58182400,
2010-01-07,6.321638107299805,6.5,14.765528678894043,,22.798978805541992,,6.364267263643044,6.616000175476074,15.16070183666221,,22.98616253488766,,6.2757074629416785,6.440000057220459,14.7294918253185,,22.604307555650674,,6.356762059918539,6.600500106811523,15.14578908804081,,22.933749891068118,,477131200,220604000,256315428,,50559700,
2010-01-08,6.363664150238037,6.676000118255615,14.962368965148926,,22.956212997436523,,6.3642649671311435,6.684000015258789,14.99293796596369,,23.12093416905394,,6.276006208050368,6.451499938964844,14.64150764003609,,22.641744267549782,,6.313230401843963,6.5279998779296875,14.71333508374759,,22.67169435044307,,447610800,196610000,188783028,,51197400,
2010-01-11,6.307528018951416,6.515500068664551,14.939752578735352,,22.664209365844727,,6.394285748396015,6.639999866485596,15.023012025977431,,23.031089353750037,,6.257694279757098,6.4604997634887695,14.764036937354273,,22.551899398624524,,6.388281586851676,6.63100004196167,15.023012025977431,,22.99365174594416,,462229600,175588000,288227484,,68754700,
2010-01-12,6.235778331756592,6.367499828338623,14.675558090209961,,22.51446533203125,,6.297320178477966,6.491000175476074,14.866433674837447,,22.761547870017832,,6.196752488900064,6.327499866485596,14.613920945888562,,22.39466782440739,,6.279907711305143,6.44950008392334,14.853758076662158,,22.57436408584318,,594459600,181926000,193937868,,65912100,
2010-01-13,6.323736667633057,6.45550012588501,14.59130573272705,,22.724109649658203,,6.332142491954052,6.485499858856201,14.623366484788592,,22.851394668623556,,6.127105630676993,6.287499904632568,14.263486673966987,,22.469539611727495,,6.2402816461283805,6.394999980926514,14.327857276400032,,22.65672337914132,,605892000,214464000,259604136,,51863500,
2010-01-14,6.287113666534424,6.367499828338623,14.659900665283203,,23.18083381652832,,6.318034696676718,6.519000053405762,14.768014061101619,,23.28565768267033,,6.274805536578112,6.320000171661377,14.484931370749667,,22.656720198212714,,6.3075278151255025,6.456999778747559,14.512021520707163,,22.69415637520004,,432894000,195498000,169434396,,63228100,
2010-01-15,6.182043075561523,6.35699987411499,14.415092468261719,,23.10595703125,,6.352257437794797,6.482500076293945,14.752107296755863,,23.39047563484455,,6.180241827206606,6.353000164031982,14.36637812524865,,22.993645665630087,,6.332143497831549,6.459000110626221,14.746638500135843,,23.270678177741754,,594067600,307530000,217162620,,79913200,
2010-01-19,6.455526351928711,6.380499839782715,14.604475975036621,,23.285655975341797,,6.460029472918873,6.400000095367432,14.674066268368604,,23.390478405699508,,6.22137007261783,6.2164998054504395,14.322885048322975,,22.971187256170165,,6.254091549377498,6.315499782562256,14.444916686364722,,23.02359847134902,,730007600,177852000,172495332,,46575700,
2010-01-20,6.35615873336792,6.289000034332275,14.42528247833252,,22.903797149658203,,6.47083498004536,6.460000038146973,14.563716726771856,,23.165854609596053,,6.289213553454415,6.254000186920166,14.298033027647836,,22.69415089608827,,6.451622069331009,6.356500148773193,14.563716726771856,,23.068518287971408,,612152800,181494000,129897972,,54849500,
2010-01-21,6.246285438537598,6.330999851226807,14.489156723022461,,22.469532012939453,,6.403591251069548,6.40749979019165,14.584594521046384,,23.001133047129464,,6.220468347725587,6.25,14.222477578812109,,22.462044493403187,,6.366666863160996,6.36299991607666,14.50058967189256,,22.91877318842718,,608154400,199412000,252055692,,73086700,
2010-01-22,5.936479091644287,6.071499824523926,13.669733047485352,,21.68336296081543,,6.229175164957366,6.383500099182129,14.181468082831202,,22.611795533889367,,5.918767615996459,6.038000106811523,13.293200610772004,,21.593515568646048,,6.207560984148007,6.28000020980835,14.029861935247286,,22.462047976142333,,881767600,231378000,271743984,,102004600,
2010-01-25,6.096184730529785,6.015500068664551,13.420947074890137,,21.952911376953125,,6.145117034148472,6.113999843597412,13.666501143814738,,22.207481407498864,,6.009726825525188,5.906000137329102,13.309353889897716,,21.78819018052302,,6.0793734823569965,6.105000019073486,13.584731557408658,,21.89301263024229,,1065699600,240478000,176619204,,63373000,
2010-01-26,6.182342529296875,5.973999977111816,13.481094360351562,,22.087678909301758,,6.41559895224473,6.14900016784668,13.659543463214419,,22.34973640231994,,6.081475038599557,5.953000068664551,13.328742804197354,,21.780697723454253,,6.182642737319399,6.0279998779296875,13.370496605790738,,21.86305901705671,,1867110000,191180000,174045780,,66639900,
2010-01-27,6.240581035614014,6.137499809265137,13.473139762878418,,22.214967727661133,,6.321634788413398,6.166500091552734,13.611077699445854,,22.327277693156347,,5.989912573372932,5.940000057220459,13.304383727901032,,21.728290258449423,,6.209660013314676,6.051499843597412,13.45251101546405,,21.975372753778366,,1722568400,295306000,158417424,,63949500,
2010-01-28,5.98270845413208,6.301499843597412,13.279033660888672,,21.83310890197754,,6.169133623355006,6.360000133514404,13.594923436059222,,22.364711407329473,,5.964996982868184,6.139999866485596,13.18732381782062,,21.630950142417014,,6.152022568121193,6.221499919891357,13.532540890681497,,22.342248846901043,,1173502400,545862000,129034836,,117513700,
2010-01-29,5.765662670135498,6.270500183105469,13.170919418334961,,21.099348068237305,,6.070066751926809,6.59250020980835,13.445551680362154,,22.402146521462743,,5.711326227499761,6.206999778747559,13.063303283377765,,20.710005607797967,,6.0364442593627325,6.488500118255615,13.383418237284872,,22.387171481884682,,1245952400,589426000,165454380,,193888500,
2010-02-01,5.845818996429443,5.94350004196167,13.247468948364258,,21.271560668945312,,5.883944627003341,6.243000030517578,13.316811090057683,,21.323971889052963,,5.742850013554315,5.690999984741211,13.17986765320463,,20.90468070009312,,5.7749714815773885,6.158999919891357,13.286737445258339,,21.256585626600657,,749876400,755488000,89941968,,85931100,
2010-02-02,5.879739761352539,5.906000137329102,13.200248718261719,,21.30899429321289,,5.893549330635148,5.948999881744385,13.295686519648733,,21.338944374313225,,5.805290174496533,5.71999979019165,13.113012218155024,,21.069399356804077,,5.881241202303739,5.939499855041504,13.295686519648733,,21.241609466934072,,698342400,461594000,163684152,,54413700,
2010-02-03,5.9809088706970215,5.954999923706055,13.441329002380371,,21.436277389526367,,6.010028655449109,5.980500221252441,13.473141603979794,,21.556076275254675,,5.836511981766616,5.828000068664551,13.128422685308804,,21.05442388589232,,5.859027188349556,5.855999946594238,13.139358385501342,,21.159246304293955,,615328000,248118000,119844036,,61397900,
2010-02-04,5.765364646911621,5.796999931335449,13.09238338470459,,20.84478187561035,,5.955091341649576,6.016499996185303,13.371239919118052,,21.33894684622235,,5.750954659229583,5.7870001792907715,13.06206158790237,,20.82231931218303,,5.905858018692982,5.932000160217285,13.346386918927815,,21.249098020611697,,757652000,255680000,134972892,,77850000,
2010-02-05,5.867730617523193,5.869500160217285,13.204473495483398,,20.979557037353516,,5.88394184875589,5.882500171661377,13.259400143898661,,21.174228327233532,,5.7293379425675335,5.704999923706055,12.985016947262777,,20.64262568408064,,5.782774162414814,5.794000148773193,13.132646048435186,,20.964581993186098,,850306800,220496000,126113760,,80960100,
2010-02-08,5.827503681182861,5.8414998054504395,13.25865364074707,,20.754934310913086,,5.940379473765587,6.050000190734863,13.470656180360905,,21.024479376021933,,5.823901185519468,5.828000068664551,13.210438439832188,,20.64262434315064,,5.874635531155502,5.968999862670898,13.23454604028963,,20.97206815293937,,478270800,197804000,107664228,,52820600,
2010-02-09,5.889647006988525,5.901500225067139,13.33246898651123,,20.97205924987793,,5.9289730587479115,5.954500198364258,13.458973980759698,,21.219141645303345,,5.846417849802574,5.849999904632568,13.298419238873509,,20.777388055285464,,5.896551391264354,5.909999847412109,13.409515183210484,,20.942109176203033,,632886800,184460000,112671216,,59195800,
2010-02-10,5.857525825500488,5.868000030517578,13.283010482788086,,20.95709228515625,,5.901956220835925,5.930500030517578,13.366020827306473,,21.144276033428206,,5.831708732065642,5.800000190734863,13.114998901789859,,20.84478232181281,,5.880641046196647,5.900000095367432,13.273565585243075,,20.987042370367124,,370361600,124664000,106873020,,48591300,
2010-02-11,5.9640960693359375,6.004499912261963,13.331473350524902,,21.05443000793457,,5.996518134753807,6.020999908447266,13.433125335323792,,21.264074905696738,,5.825703378312862,5.824999809265137,13.159983871207997,,20.73996123319256,,5.850320035193965,5.860499858856201,13.25492440979878,,20.912169950096843,,550345600,166870000,96303600,,65993700,
2010-02-12,6.015430450439453,5.982999801635742,13.249954223632812,,20.912166595458984,,6.053255856972336,5.997000217437744,13.350114463353371,,21.0095015069347,,5.868932152327783,5.875,13.184838228542615,,20.650109087195627,,5.947284436592967,5.94950008392334,13.246227220859287,,20.82231777647495,,655468800,161470000,91096812,,81117200,
2010-02-16,6.106091022491455,5.876500129699707,13.45325756072998,,21.325885772705078,,6.114796653373146,6.025000095367432,13.523593255598424,,21.340930833443373,,6.049653122914106,5.859000205993652,13.279281824988338,,21.07764800962707,,6.062261457658367,6.002999782562256,13.34315611871227,,21.160392974135764,,543737600,178654000,146029824,,51935600,
2010-02-17,6.0805745124816895,5.815499782562256,13.376460075378418,,21.506425857543945,,6.133409518567146,5.856500148773193,13.505451318205498,,21.55155961266445,,6.029839760013951,5.777500152587891,13.361548274753778,,21.333411933935174,,6.129807022476294,5.853499889373779,13.4706561696062,,21.461292102423442,,436396800,178896000,81106812,,45882900,
2010-02-18,6.091981887817383,5.9039998054504395,13.500977516174316,,21.792282104492188,,6.120801457022376,5.92549991607666,13.545465715670334,,21.83741730933881,,6.031641278030102,5.741000175476074,13.325013716060027,,21.44625414266151,,6.052955245898117,5.791999816894531,13.359808865937296,,21.506432981013656,,422825200,196002000,93382524,,42856500,
